Order_ID,Date,Month,Year,Category_Type,Category,Category Image,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O00553,12-09-2025,September,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,4,9.7,38.8,12.19,6.81,19.8,In-Store,Online
O00554,19-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,5.51,22.04,7.56,2.65,11.83,Zomato,Online
O00555,03-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,5.93,17.79,7.79,2.42,7.58,Zomato,UPI
O00556,30-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,18.94,56.82,20.52,10.38,25.92,UberEats,Cash
O00557,01-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,15.74,15.74,5.85,3.14,6.75,UberEats,UPI
O00558,27-10-2025,October,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,6.03,6.03,2.58,1.14,2.31,In-Store,Cash
O00559,26-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,8.42,25.26,7.69,4.98,12.59,Zomato,Cash
O00560,15-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,2,7.67,15.34,5.7,2.59,7.05,Swiggy,Card
O00561,13-04-2025,April,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,2,11.54,23.08,9.11,3.8,10.17,Zomato,UPI
O00562,03-04-2025,April,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,3,13.33,39.99,13.26,7.83,18.9,Zomato,UPI
O00563,30-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,4,19.98,79.92,35.9,8.71,35.31,Zomato,Card
O00564,23-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,6.35,25.4,10.8,4.42,10.18,In-Store,Online
O00565,08-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,12.03,12.03,5.09,2.18,4.76,Swiggy,Card
O00566,11-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,17,51,15.98,7.59,27.43,Swiggy,Cash
O00567,08-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,14.08,28.16,8.55,3.68,15.93,Zomato,Cash
O00568,15-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,7.16,7.16,3.17,0.77,3.22,Swiggy,Cash
O00569,29-05-2025,May,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,4,10.18,40.72,16.38,4.53,19.81,In-Store,Card
O00570,08-09-2025,September,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,2,7.94,15.88,4.88,1.7,9.3,In-Store,Cash
O00571,25-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,4,5.48,21.92,9.41,3.07,9.44,Swiggy,Card
O00572,07-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,4.76,14.28,6.22,1.89,6.17,UberEats,Cash
O00573,25-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,5.13,5.13,1.71,0.53,2.89,Swiggy,Cash
O00574,16-08-2025,August,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,1,9.33,9.33,2.97,1.76,4.6,In-Store,Card
O00575,22-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,2,6.25,12.5,5.29,1.94,5.27,In-Store,Cash
O00576,24-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,2,10.21,20.42,8.31,3.72,8.39,In-Store,Cash
O00577,13-11-2025,November,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Triple Cheese Club,3,15.53,46.59,14.82,8.93,22.84,Swiggy,Online
O00578,08-11-2025,November,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,14.01,42.03,14.4,4.77,22.86,UberEats,Online
O00579,24-03-2025,March,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,4,10.54,42.16,15.19,4.65,22.32,In-Store,UPI
O00580,02-01-2025,January,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,2,17.83,35.66,12.18,6.09,17.39,In-Store,Card
O00581,19-09-2025,September,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,18.39,18.39,6.46,3.57,8.36,Zomato,Online
O00582,16-05-2025,May,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,1,13.45,13.45,4.76,1.71,6.98,Zomato,Cash
O00583,04-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,4,5.57,22.28,9.72,4.33,8.23,Swiggy,Cash
O00584,05-01-2025,January,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,4,13.77,55.08,24.49,6,24.59,UberEats,Online
O00585,18-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,6.47,6.47,2.84,1.19,2.44,UberEats,Card
O00586,25-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,7.11,7.11,2.89,1.18,3.04,In-Store,Online
O00587,29-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,1,17.61,17.61,7.07,3.42,7.12,Swiggy,Card
O00588,02-08-2025,August,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,6.38,19.14,7.59,2.01,9.54,Zomato,Online
O00589,10-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,4,19.57,78.28,33.65,11.55,33.08,In-Store,Cash
O00590,14-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,3,16.34,49.02,17.43,5.16,26.43,UberEats,Cash
O00591,14-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,6.08,6.08,2.2,1.05,2.83,Swiggy,Online
O00592,08-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,2,12.96,25.92,11.2,3.15,11.57,Zomato,Cash
O00593,26-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,16.08,32.16,11.55,6.21,14.4,Zomato,Cash
O00594,14-06-2025,June,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,17.37,34.74,13.78,4.85,16.11,Swiggy,Card
O00595,26-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,4,7.59,30.36,9.5,3.17,17.69,Swiggy,Online
O00596,21-10-2025,October,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,12.59,25.18,9.5,3.19,12.49,In-Store,UPI
O00597,12-09-2025,September,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,4.07,4.07,1.78,0.75,1.54,In-Store,Online
O00598,13-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,8.74,26.22,9.8,3.68,12.74,UberEats,Card
O00599,10-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,4,10.76,43.04,17.59,8.08,17.37,Swiggy,Card
O00600,19-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,5.99,5.99,2.08,1.06,2.85,In-Store,Cash
O00601,04-12-2025,December,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,15.21,30.42,13.04,4.79,12.59,UberEats,UPI
O00602,25-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,9.06,9.06,2.88,1.15,5.03,Swiggy,Card
O00603,13-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,5.47,5.47,2.25,0.67,2.55,UberEats,Card
O00604,03-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,4,10.57,42.28,14.59,6.96,20.73,Zomato,UPI
O00605,01-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Veg Overload,1,18.47,18.47,7.06,3.38,8.03,In-Store,Card
O00606,03-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,5.46,5.46,1.96,0.71,2.79,In-Store,Card
O00607,24-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,2,12.28,24.56,9.59,3.62,11.35,In-Store,UPI
O00608,16-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,11.37,45.48,20.18,8.84,16.46,UberEats,Online
O00609,31-05-2025,May,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,2,13.93,27.86,11.05,4.35,12.46,In-Store,UPI
O00610,08-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,2,7.64,15.28,5.03,1.74,8.51,Zomato,Card
O00611,29-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,7.91,7.91,2.7,1.57,3.64,Zomato,UPI
O00612,01-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,3,13.25,39.75,15.94,5.01,18.8,In-Store,UPI
O00613,07-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,8.59,34.36,14.04,5.29,15.03,In-Store,Card
O00614,10-12-2025,December,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,2,16.9,33.8,10.89,3.41,19.5,Zomato,UPI
O00615,09-05-2025,May,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,14.48,28.96,10.49,3.77,14.7,Zomato,Cash
O00616,20-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,2,13.54,27.08,10.88,2.91,13.29,Zomato,UPI
O00617,07-12-2025,December,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,18.07,36.14,13.81,4.27,18.06,In-Store,UPI
O00618,28-01-2025,January,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,2,15.61,31.22,11.45,3.78,15.99,In-Store,Card
O00619,27-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,4,8.22,32.88,14.77,5.02,13.09,Zomato,UPI
O00620,01-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,7.3,7.3,2.41,1.42,3.47,Zomato,Cash
O00621,21-01-2025,January,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,2,11.69,23.38,8.85,2.85,11.68,Zomato,Card
O00622,11-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,3,19.19,57.57,17.9,9.34,30.33,Zomato,Cash
O00623,15-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,3,4.95,14.85,6.09,2.01,6.75,In-Store,UPI
O00624,29-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,9.16,36.64,16.36,6.44,13.84,Zomato,Cash
O00625,23-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,4,9.82,39.28,13.61,4.84,20.83,Swiggy,UPI
O00626,20-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,7.91,31.64,12.17,5.61,13.86,UberEats,UPI
O00627,13-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,4.06,8.12,3.39,1.12,3.61,Swiggy,UPI
O00628,04-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,8.02,8.02,2.67,1.06,4.29,UberEats,Online
O00629,17-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,11.83,35.49,12,4.42,19.07,Swiggy,UPI
O00630,18-09-2025,September,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,13.16,13.16,4.18,1.7,7.28,UberEats,Card
O00631,21-09-2025,September,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,19.2,57.6,21.55,8.71,27.34,Swiggy,Cash
O00632,10-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,7.18,28.72,11.87,5.51,11.34,Swiggy,Card
O00633,26-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.89,13.78,5.42,2.75,5.61,Zomato,Cash
O00634,19-06-2025,June,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,2,15.74,31.48,12.54,3.9,15.04,Swiggy,Card
O00635,13-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,4,19.18,76.72,23.33,14.12,39.27,In-Store,Online
O00636,19-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,7.83,7.83,2.55,1.46,3.82,Swiggy,Online
O00637,02-03-2025,March,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,8.75,8.75,3.57,1.37,3.81,Swiggy,Cash
O00638,15-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,3,13.26,39.78,13.62,5.38,20.78,Swiggy,UPI
O00639,15-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,4,13.57,54.28,19.55,9.57,25.16,In-Store,Card
O00640,23-04-2025,April,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,2,18.89,37.78,12.49,6.01,19.28,Zomato,UPI
O00641,28-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,3,8.65,25.95,7.91,4.25,13.79,Swiggy,Cash
O00642,21-10-2025,October,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,5.48,16.44,6.18,2.32,7.94,UberEats,Card
O00643,26-06-2025,June,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,1,18.36,18.36,7.51,3.26,7.59,Zomato,Card
O00644,12-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,2,12.6,25.2,10.87,3.88,10.45,Zomato,Cash
O00645,25-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,6.13,6.13,2.2,0.95,2.98,Swiggy,UPI
O00646,12-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,6.95,27.8,10.52,2.93,14.35,UberEats,Card
O00647,02-12-2025,December,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,12.26,24.52,7.39,3.52,13.61,Swiggy,Card
O00648,06-09-2025,September,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,4,6.42,25.68,11.43,3.14,11.11,Zomato,UPI
O00649,08-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,17.42,17.42,7.21,2.8,7.41,Zomato,Card
O00650,25-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,4,12.54,50.16,21.19,5.93,23.04,Zomato,UPI
O00651,25-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,2,13.22,26.44,9.54,3.23,13.67,In-Store,Cash
O00652,27-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,6.71,26.84,10.71,2.89,13.24,Zomato,Card
O00653,17-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,3,17.09,51.27,17.45,7.78,26.04,Swiggy,Online
O00654,19-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,2,16.28,32.56,11.06,5.21,16.29,Zomato,UPI
O00655,25-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,7.57,7.57,2.91,1.35,3.31,In-Store,Cash
O00656,06-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,4.86,4.86,2.14,0.89,1.83,Zomato,Card
O00657,23-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,17.14,51.42,21.62,5.77,24.03,UberEats,Cash
O00658,07-09-2025,September,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,18.5,18.5,6.31,3.34,8.85,UberEats,Card
O00659,09-12-2025,December,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,2,13.45,26.9,10.75,3.11,13.04,In-Store,Online
O00660,21-01-2025,January,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,4,7.82,31.28,12.02,6.09,13.17,UberEats,UPI
O00661,06-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,5.9,17.7,6.66,2.46,8.58,In-Store,UPI
O00662,01-12-2025,December,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,3,10.16,30.48,12.98,3.08,14.42,Zomato,Online
O00663,26-06-2025,June,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,13.76,13.76,4.33,2.15,7.28,Zomato,Online
O00664,28-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,17.06,17.06,7.59,1.79,7.68,Zomato,Card
O00665,05-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,2,7.59,15.18,4.82,2.98,7.38,In-Store,UPI
O00666,28-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,4,13.62,54.48,17.42,10.16,26.9,In-Store,Card
O00667,24-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,5.55,16.65,5.79,3.02,7.84,Zomato,Cash
O00668,21-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,2,4.35,8.7,3.43,1.37,3.9,Swiggy,Card
O00669,27-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,2,13.25,26.5,8.93,3.08,14.49,Swiggy,UPI
O00670,21-04-2025,April,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Loaded Fries,1,6.16,6.16,2.13,0.83,3.2,In-Store,Card
O00671,30-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,5.67,5.67,2.45,0.91,2.31,UberEats,Card
O00672,18-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,2,8.85,17.7,6.46,2.98,8.26,Zomato,Online
O00673,09-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,10.57,31.71,11.33,6.29,14.09,In-Store,Card
O00674,19-02-2025,February,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,3,17.33,51.99,17.15,7.37,27.47,Swiggy,Cash
O00675,04-12-2025,December,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Veg Overload,1,11.01,11.01,3.84,2.14,5.03,In-Store,UPI
O00676,24-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,4.06,8.12,3.07,0.96,4.09,In-Store,Online
O00677,29-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,4.57,9.14,3.5,1.09,4.55,Zomato,UPI
O00678,30-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,12.04,12.04,4.33,1.52,6.19,UberEats,Card
O00679,30-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,6.42,25.68,10.13,3.98,11.57,Swiggy,Online
O00680,16-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,4.72,14.16,4.41,1.52,8.23,UberEats,Cash
O00681,07-08-2025,August,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,5.49,10.98,4.44,1.6,4.94,In-Store,UPI
O00682,22-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,6.77,6.77,2.05,1.33,3.39,In-Store,Online
O00683,09-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,7.38,7.38,2.96,1.17,3.25,UberEats,UPI
O00684,23-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,5.25,10.5,4.51,2.04,3.95,Zomato,Online
O00685,24-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,11.55,34.65,11.5,6.72,16.43,UberEats,Cash
O00686,19-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,7.86,31.44,12.74,5.28,13.42,Zomato,Online
O00687,11-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,4,10.15,40.6,17.88,6.26,16.46,Zomato,UPI
O00688,08-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,1,12.2,12.2,5.2,1.45,5.55,UberEats,Cash
O00689,24-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,13.82,13.82,5.18,2.41,6.23,Zomato,UPI
O00690,18-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,1,8.45,8.45,3.69,1.21,3.55,Swiggy,UPI
O00691,02-12-2025,December,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,1,14.34,14.34,5.24,2.86,6.24,UberEats,Online
O00692,09-12-2025,December,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,1,10.38,10.38,3.49,1.78,5.11,Swiggy,Cash
O00693,09-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,7.59,22.77,7,4.35,11.42,UberEats,UPI
O00694,07-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,13.56,27.12,9.24,3.38,14.5,Swiggy,UPI
O00695,28-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,6.29,18.87,6.27,3.01,9.59,UberEats,UPI
O00696,20-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,8.98,26.94,11.47,4.86,10.61,In-Store,Online
O00697,05-09-2025,September,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,19.33,19.33,8.08,2.7,8.55,In-Store,Cash
O00698,01-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,3,8.03,24.09,9.11,2.57,12.41,Zomato,Card
O00699,31-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,13.37,26.74,11.23,3.57,11.94,UberEats,Card
O00700,17-02-2025,February,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,1,13.32,13.32,5.33,2.38,5.61,Swiggy,Card
O00701,10-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,3,11.04,33.12,13.11,6.07,13.94,Zomato,Card
O00702,13-04-2025,April,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,3,15.35,46.05,20.28,4.9,20.87,Zomato,Card
O00703,08-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,3,5.46,16.38,6.39,1.97,8.02,Swiggy,Cash
O00704,13-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,6.04,18.12,6.77,3.49,7.86,Swiggy,Online
